ROMAN URDU REVIEWS,TRANSLATED IN ENGLISH ,SENTIMENT
 im online quran teacher agrapny online quran in bachu prhwan aho to rabita kar sakti hain .....03335568818 whtsapp nbr ,"""I'm an online Quran teacher. If anyone wants to enroll their children in online Quran classes, they can contact me at 03335568818 via WhatsApp.""",positive
 ammi ki yaad aa gay ,"They will surely end up in hell, betting on it there!",neutral
 kuch bhi yar matlab india ke ghatia log khud to apna career pakistani song chorii kar kr ky bnate hain or hum un ke khny pe apna song tk change kar lain mujhy drama dekhny me maza nahi aa raha plzz koe wo song wapas laaaaoooi aam mising< kya hoti hai bewafaii>    ,"""Whatever, man. I mean, Indian people, they themselves make their career by stealing Pakistani songs, and we change our songs at their request. I'm not enjoying watching dramas anymore. Please bring back that song, 'What is betrayal?' I really miss it.""",very negative
 landhi labour square me barish ky pani me doob ky bacha janbahaq qatil ,A killer drowned in the rainwater in Landhi Labour Square.,Negative
 galiya khanay ka bohot shoq haiapko lagta hai ... ,"""Do you have a passion for swearing and cursing?""",neutral
 or kahti hai milk default krne wala hai    ,And she says she'll reset the milk.,negative
" hello, baraye meherbaani apni complaint hamain inbox kijeay ya supportpar email send karein. ","""Hello, please inbox your complaint to us or send an email to support.""",positive
 ost to bot hi acha he par drama bekar ,"""The OST is good but the drama is useless.""",neutral
 hahahahaha :d creativity dkho zara ,"Hahahahaha :D, look at the creativity.",Negative
" colours wagera tou sahee hain, lekin material wo nahi hai jo bataya gaya tha. likha hua cotton hai or material jersey/banyan wale deliver hui hai or itna pasand nahi aya lekin, overall, item sahee hai, istaimal main bhee atee hai "," The colors are also correct, but the material is not what was stated. It is written cotton or the material jersey/banyan is delivered or it is not liked but, overall, the item is correct, it is used as usual.",Negative
 masoom  raaton ko videos kon dhakta hai qatil phupa tera ,"Who watches videos on innocent nights, your murderer uncle.",Negative
 haanapprofessor hoo lams university kaaa ,"""Yes, I'm a professor at Lams University.""",neutral
 bs sahi wa swery fir uni da hostel done aai :-d ,"Yeah, right, swear, then university comes, then hostel is done :-D.",Positive
 beghairt shobaaz kbi comments bi parh leya karo log kya sochitay hai tum beshrmo ky bary me ,"""Shameless Shobaz, sometimes read the comments too, what people think about you shameless ones.""",very negative
 phir yai hua ke radio pakistan ke farmaishe naghmon ke programs main 90 % log attaullah esakhelvi ke songs ki farmaishe karti ,"""Then it happened that in the request songs program of Radio Pakistan, 90% of the people request Attaullah Esakhelvi's songs.""",Positive
 indian drama hain kia  ky emotional blackmail krhe gaein ,"""Are these Indian dramas trying to emotionally blackmail us?""",Positive
 allah hifazat farmaye ameen    ,"May Allah protect, Amen.",very positive
 uff kya song ha   ,"It touched my heart, it's a very good song.",very positive
 isko to launch krny ka irada ni hy  ,They have no intention to launch it.,Positive
 oh kya bat qatil hai nikah ki waja sy zina control hota hai iss liye nikah ko mushkil banaya jaraha hai or han yaad rahay tax chor kom ky imandar hukamran jin par lakhon lanatain hon allah ki unhon ny jo kom ka khoon choos kar kom oh mulk ki hidmat ki hai unko kab reward deya jana hai ya bus awam ko hee seeda kya ja sakta hai badshahon ko ni baqi to sab theak hai laptop par lay ayo nikah matlab ander khatey jo marzi hojaye kise ko pata b na chaly or ek bat jo itny kaam taleem yafta mula hazrat hain unkay barey me koe plan hai ky unka chulha kaisay chaleyga in dalay hukamrano ky pas planing name ki koe cheese aaj tk mili to hai ni ,"""Oh, what a thing, murderer! Marriage helps control adultery, that's why marriage is made difficult. And remember, honest leaders of the tax thief gang, on whom there are millions of curses, who have sucked the blood of the nation and served the country... When will they be rewarded by God? Or is it only the people who can be held accountable? Bad kings can get away with anything; the rest is fine. Bring them laptops, meaning marriage... do whatever they want in secret, no one will know. And one more thing, about these highly educated and knowledgeable leaders, do you have any plan about how their households will run? These politicians have no planning skills.""",negative
" shayad murtasim aisa nahi karyga i wish meerab mil jaye behaya ka popat ho jaye, qatil agar waqayi aisa, kya murtasim nahi too i can't watch teri bin i hate, haya ","Maybe Murtasim won't do that. I wish Meerab meets him, he'd be embarrassed. Qatil, if that's true, if not, I can't watch ""Teri Bin"", I hate it, Haya.",neutral
 sorry mary last review ky lye. wo darasal iske setting main the option. yai mobile bohot zabardast hy. kamal hai or original hai mujhy bohot acha laga . i love you daraz team. ,"""Sorry for my previous review. Actually, there was an option in its settings. This mobile is very fantastic. It's amazing and original. I liked it very much. I love you, Daraz team.""",Positive
 bichari qatil qudsiya ,"""Poor killer Qudsia.""",neutral
 sasti elctricity ma ky ghar aa ani ,Cheap electricity is coming to my house.,neutral
 jat pat me banane walo pe yai hawag hatma hai jo sarir to ek mitti hai but yai mitti ko chalane wala yai atma hai jo jat pat nahi dhakta pakistan ho ya hindustan vice me nahi daikha ja sakta ," There is a curse on those who made the Jat Pat, the body is like dust, but the one who moves the soil is the soul, which cannot be seen in the Jat Pat, whether it is Pakistan or Hindustan.",neutral
 is trhan ky or bhi janwar hen khayal rakhain ,"""There are other animals like this, take care of them too.""",Negative
" jin main se 4 par kamiyabi hasil hui,lekin badqismati se stallone behtareen actor ka award hasil nahi kar pae ","Four of them achieved success, but unfortunately, Stallone couldn't win the Best Actor award.",Negative
 insaan kise ko chora bhi li andhero se dhund bhi li sab kuch kar jae par vo shaks ho tab na agar samne vla hi razi nahi hai to khud ko akeli hi pagal bnane ka gm ek trfa mohabbat usse b mushqil hai ki akhir bhatke bhi to kiske liye roye gidgaye bhi to kiske jab vo hai hi nahi zabrdsti kise se alag krk pa bhi lenge to krenge kya usi pakar jab vhi nahi hme psnd kre      ,"""A person can leave someone, search in darkness, do everything, but if the other person is not willing, then the agony of making oneself crazy alone is difficult. It's also difficult to understand for whom one should cry or laugh when that person doesn't exist. When forcefully separated from someone, what can we do? Only hold on to what we have. When that person doesn't like us, what can we do?""",neutral
 mummy bhago chudail aa gai ,"Mom, run away, the witch has come.",neutral
 fujiiii ain gaein yahan or unke nakami uladin ,Fujiiii have come here and failed.,negative
 sab dosra country ka bhiyo ko dil se respect jo pakistan ka songs ki niha bad comments ni krta      ,All should genuinely respect brothers from other countries who do not make derogatory comments about Pakistani songs.,very positive
 kitna jhoot bolo gyeaplog hmy b pata han kitni fasal hui han or india se kuch seekh lo ,"How much will you lie? We also know how much crop has been produced, learn something from India.",very positive
 great maan sacha pakistanibig maan ,"Great, Maan is a true Pakistani, big respect.",very positive
 zyda to kuch ni bs kuch he hrha ,"""Not much, just something is happening.""",Negative
 pak walay phir zahir kha ln sab single ,Pakistanis are still single.,neutral
 dil nahi lag raha episode ky bina or banao yar ,"""Feeling empty without the episode, make one, man.""",very positive
 bilawal bhutto sahiba    ,Bilawal Bhutto madam.,neutral
" hati both the actors, no glamour at all, inhe hero heroine banaya kisne. fatima heroine lagte hi nahi, maza hi nahi aata usko dekhkar ","""Hats off to both the actors, no glamour at all. Who made them heroes and heroines? Fatima doesn't look like a heroine at all, it's not fun to watch her.""",negative
 insallah khan afia ko pakistan wapas li ky ingey ,"insallah khan afia ko pakistan wapas li ky ingey - God willing, Khan Afia will come back to Pakistan.",very positive
 cm sindh ny shahra e faisal par bannay walay mehran underpass ka iftatah ker diya mansoba par 58 crore rupay ki lagat se mukammal hua qatil ,"""CM Sindh has inaugurated the Mehran Underpass on Shahra-e-Faisal, which has been completed at a cost of 58 crores.""",Negative
 tum ny jawan bachi ko bheja q..beghert ,"""Why did you send a young girl? Shameless!""",Negative
 shadi pehly ho chuki the inho ny phir sy rasmen ki hain is main brbadi wale kon c bat hai   ,"They were already married, and they have remarried. What's wrong with that?",neutral
 yai drama asal pyaar   ka matlab samjhata hai love this drama and actresses acting love from india     ,This drama truly explains the meaning of real love. Love this drama and actresses' acting. Love from India.,neutral
 anmool kahzana kaha sy milay ga plz ,"Where will I find such a priceless treasure, please?",very positive
 afsoos hota hai garip insaan kha jay allah ki lati me awaz hai jo zulam kry ga allah ki lati parey ji ,"It's unfortunate that when a poor person is oppressed, there's no one to speak up. There's the voice of Allah's wrath against oppression.",Positive
 muat daal diaeap,"""You've killed me.""",neutral
 kis kya ka favorite song hai hazri lgwain          ,"""Whose favorite song is what? Attendances required.""",neutral
 fan banadya ,"""You've made me a fan.""",neutral
 owsm bhaiya ,"""Awesome, brother.""",neutral
 oh jin choron ny awam ka arubo rupay luty un ky saath kya kry ga qanon.. ,"Oh, what will the law do with those thieves who have looted the public's Arab rupees?",Positive
 hera pheri kaha hey be qatil ,"Where is the comedy, murderer?",neutral
 ise pm nahi sab kya hai ," it's not pm, what's the matter ",Positive
 yai ek bohat payara din tha ke jo hum ny apni family or bachon ke saath guzara. ,"""No matter how many times I listen to this song, I never get tired.""",very positive
 allah ap koapke naslo ko apnay khazano sy nawazay ,"""May Allah bless you and your generations from His treasures.""",very positive
 yai season 1 naatak main bad main daikha tha  jab ho gaya tha sab life main topsy turvy turn  main hairan tha kafi same hain    ,"""I had seen this in season 1 drama, later when everything in life turned topsy-turvy, I was quite surprised, it's quite similar.""",neutral
 bhai kya baat hai ,"Brother, what's up?",positive
 sabsy badhiya upai hai tejpatta rakhein.. desi ghee laga kar. sab chle jaaenge ghar se ,The best remedy is to keep bay leaves... apply desi ghee. Everything will be fine at home.,very positive
 bahut aach channel hai aapka ,Your channel is very good.,very positive
 bc corrupt leader ka corrupt banda.. ,Pakistani songs are good.,very negative
 dislike qatil ...itna... kaishe ,"""Dislike, why so much?""",neutral
 orangi town ps iqbal maket me police muqabla 1 mulzim asleh samait giriftar qatil ,"Police encounter in Orangi Town PS Iqbal Market, one suspect including the original culprit arrested, murderer.",Negative
 apki zidd py lanat    ,"Damn your stubbornness.""",very negative
 hum ny b nahi socha tha ek din kutta huqamat karyga humpe ,"""We never thought that one day a dog would rule over us"" Translation: We never thought that one day a dog would rule over us.",very negative
 wahein se athletics main meri dilchaspi barhti gai or main ny school main taleem ke doran hi secondary satah par honi wale muqablon main baquaida shirkat karni shuro ki ,"""From there, my interest in athletics grew, and I started participating actively in inter-school competitions during my secondary education.""",Positive
